ORIGEN|CRITERIO|EMPRESA|CODIGO_ALMACEN|ALMACEN|LOTE|CODIGO_LOTE|REFE|REFERENCIA1|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|FECHA_ENVASADO|FECHA_CADUCIDAD|DIAS_HASTA_CADUCIDAD|CANTIDAD|CANTIDAD2|FLAG_SIN_CADUCIDAD|FLAG_CADUCADO|FLAG_CADUCA_30D|FLAG_CADUCA_90D|FLAG_CADUCA_180D|FLAG_CANTIDAD_NEGATIVA|FLAG_CANTIDAD_CERO|FLAG_REFERENCIA_GENERICA|FLAG_SIN_FAMILIA
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|072817/CMB||21023800,,|21023800|DERGEL CMB-GEL CREMA PARA MANOS|02|JABONES Y PASTA LAVAMANOS|2008-07-22|2009-07-22|-6153|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|240708||13001700,,|13001700|VITSOL PINO-LIMPIADOR INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2008-07-25|2009-07-25|-6150|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|150908/05||13001700,,|13001700|VITSOL PINO-LIMPIADOR INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2008-09-17|2009-09-17|-6096|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|092824||21003800,,|21003800|DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|2008-09-29|2009-09-29|-6084|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|102804||32003800,,|32003800|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2008-11-04|2009-11-04|-6048|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112804||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2008-11-04|2009-11-04|-6048|10.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112805||21003800,,|21003800|DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|2008-11-11|2009-11-11|-6041|280.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112824||13013800,,|13013800|BRINET CT - LIMPIADOR PERFUMADO MULTIUSOS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2008-11-11|2009-11-11|-6041|80.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112811||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2008-11-11|2009-11-11|-6041|25.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112824/05||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2008-11-11|2009-11-11|-6041|15.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|122816/30||33003800,,|33003800|DEGRAS BAC-DESENGRASANTE HIGIENIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2008-12-16|2009-12-16|-6006|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|122816/05||14013800,,|14013800|BRIDOX TD - LIMPIADOR MULTISUPERFICIES|01|DESENGRASANTES Y LIMPIADORES GENERALES|2008-12-16|2009-12-16|-6006|10.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|0806-4||35005000,,|35005000|FUNGICIDA FUMIGENO 500 / USO IND.ALIMENTARIA|03|PROD. ESPECIALES INDUST. ALIMENTARIA||2009-12-31|-5991|3.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|130109/05||13001700,,|13001700|VITSOL PINO-LIMPIADOR INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-01-14|2010-01-14|-5977|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|012921/05||11073800,,|11073800|CHEMGRAS MXD - DESENGRASANTE USO GENERAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-01-21|2010-01-21|-5970|35.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|ECOCLEAN|1|ALMACEN PRINCIPAL|012921/05||11073800,,|11073800|CHEMGRAS MXD - DESENGRASANTE USO GENERAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-01-21|2010-01-21|-5970|20.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|012929||13043800,,|13043800|BRINET BQ - LIMPIADOR BIOALCOHOL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-01-29|2010-01-29|-5962|65.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|020209||01021700,,|01021700|LUBE FOOD-ACEITE C/TEFLON IND.ALIMENT.|10|ACEITES Y GRASAS|2009-02-02|2010-02-02|-5958|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|030209/05||32021700,,|32021700|SILI 69 - SILICONA ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2009-02-03|2010-02-03|-5957|10.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|1208-20||35005025,,|35005025|FUNGICIDA FUMIGENO 25 / USO IND. ALIMENTARIA|03|PROD. ESPECIALES INDUST. ALIMENTARIA||2010-02-12|-5948|9.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|0808-19||35005000,,|35005000|FUNGICIDA FUMIGENO 500 / USO IND.ALIMENTARIA|03|PROD. ESPECIALES INDUST. ALIMENTARIA||2010-02-12|-5948|5.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|022919||32053800,,|32053800|TR-300 / HIGIENIZANTE SUPERFICIES CONCENT.|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2009-02-19|2010-02-19|-5941|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|022925/05||13043800,,|13043800|BRINET BQ - LIMPIADOR BIOALCOHOL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-02-25|2010-02-25|-5935|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|022925||21013800,,|21013800|DERGEL NB-GEL DE MANOS NACARADO|02|JABONES Y PASTA LAVAMANOS|2009-02-25|2010-02-25|-5935|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|022926||32063800,,|32063800|CHEMFOAM - ANTIESPUMANTE CONCENTRADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2009-02-26|2010-02-26|-5934|200.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|032904||15013800,,|15013800|BRILLMATIC 40-ABRILLANTADOR VAJILLA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-03-04|2010-03-04|-5928|80.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|060309/05||13001700,,|13001700|VITSOL PINO-LIMPIADOR INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-03-06|2010-03-06|-5926|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|102903||15013800,,|15013800|BRILLMATIC 40-ABRILLANTADOR VAJILLA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-03-10|2010-03-10|-5922|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|032911||12003800,,|12003800|CHEMGRAS EC-DESENGRASANTE MAQ.AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-03-11|2010-03-11|-5921|360.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|032918||21003800,,|21003800|DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|2009-03-18|2010-03-18|-5914|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|260309||14011700,,|14011700|A-5 / LIMPIADOR ESP. ACERO INOX.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-03-27|2010-03-27|-5905|10.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|042906||15013800,,|15013800|BRILLMATIC 40-ABRILLANTADOR VAJILLA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-04-06|2010-04-06|-5895|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|042908||15033800,,|15033800|DETERLAV S - LAVAVAJ. MANUAL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-04-08|2010-04-08|-5893|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|042914/05||13043800,,|13043800|BRINET BQ - LIMPIADOR BIOALCOHOL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-04-14|2010-04-14|-5887|80.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|042922||33023800,,|33023800|BACTERCHEM-LIMPIADOR HIGIENIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2009-04-22|2010-04-22|-5879|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|042929||15033800,,|15033800|DETERLAV S - LAVAVAJ. MANUAL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-04-29|2010-04-29|-5872|80.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|042921||21023800,,|21023800|DERGEL CMB-GEL CREMA PARA MANOS|02|JABONES Y PASTA LAVAMANOS|2009-05-11|2010-05-11|-5860|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|052912/5||21003800,,|21003800|DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|2009-05-12|2010-05-12|-5859|165.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|052912/60||12003800,,|12003800|CHEMGRAS EC-DESENGRASANTE MAQ.AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-05-12|2010-05-12|-5859|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|052918||15003800,,|15003800|DETERMATIC 50 PLUS-LAVAVAJILLAS AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-05-18|2010-05-18|-5853|48.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|052918/05||13073800,,|13073800|BRINET CL - DETERGENTE CLORADO|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-05-18|2010-05-18|-5853|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|052925||21023800,,|21023800|DERGEL CMB-GEL CREMA PARA MANOS|02|JABONES Y PASTA LAVAMANOS|2009-05-25|2010-05-25|-5846|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|062910||15013800,,|15013800|BRILLMATIC 40-ABRILLANTADOR VAJILLA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-06-11|2010-06-11|-5829|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|062910/5||13033800,,|13033800|BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-06-11|2010-06-11|-5829|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|062915/30||11033800,,|11033800|ZOSY D/DESENGRASANTE INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-06-16|2010-06-16|-5824|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|062918||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2009-06-26|2010-06-26|-5814|5.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|072907||15033800,,|15033800|DETERLAV S - LAVAVAJ. MANUAL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-07-09|2010-07-09|-5801|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|072927||33003800,,|33003800|DEGRAS BAC-DESENGRASANTE HIGIENIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2009-07-29|2010-07-29|-5781|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|072930||15003800,,|15003800|DETERMATIC 50 PLUS-LAVAVAJILLAS AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-08-03|2010-08-03|-5776|96.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|072929/5||13033800,,|13033800|BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-08-03|2010-08-03|-5776|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|072929/6||11043200,,|11043200|CHEMGRAS PL- DESENGRASANTE ESP. PLANCHAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-08-03|2010-08-03|-5776|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|102827||21023800,,|21023800|DERGEL CMB-GEL CREMA PARA MANOS|02|JABONES Y PASTA LAVAMANOS|2009-09-28|2010-09-28|-5720|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|102905/05||13043800,,|13043800|BRINET BQ - LIMPIADOR BIOALCOHOL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-10-05|2010-10-05|-5713|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|102909||15013800,,|15013800|BRILLMATIC 40-ABRILLANTADOR VAJILLA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-10-09|2010-10-09|-5709|88.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|102914||15033800,,|15033800|DETERLAV S - LAVAVAJ. MANUAL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-10-14|2010-10-14|-5704|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112902/05||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2009-11-02|2010-11-02|-5685|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112902||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2009-11-04|2010-11-04|-5683|80.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112911||21003800,,|21003800|DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|2009-11-11|2010-11-11|-5676|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112916/05||13033800,,|13033800|BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-11-16|2010-11-16|-5671|80.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112918||15033800,,|15033800|DETERLAV S - LAVAVAJ. MANUAL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-11-18|2010-11-18|-5669|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112924||21043800,,|21043800|LICOGEL - GEL HIDROALCOHOL HIGIENIZANTE|02|JABONES Y PASTA LAVAMANOS|2009-11-24|2010-11-24|-5663|80.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|112926||15003800,,|15003800|DETERMATIC 50 PLUS-LAVAVAJILLAS AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-11-26|2010-11-26|-5661|4.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|122902||21003800,,|21003800|DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|2009-12-02|2010-12-02|-5655|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|122921||15003800,,|15003800|DETERMATIC 50 PLUS-LAVAVAJILLAS AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2009-12-21|2010-12-21|-5636|72.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|013012||11043200,,|11043200|CHEMGRAS PL- DESENGRASANTE ESP. PLANCHAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-01-15|2011-01-15|-5611|72.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|013015||13043800,,|13043800|BRINET BQ - LIMPIADOR BIOALCOHOL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-01-15|2011-01-15|-5611|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|013019||21023800,,|21023800|DERGEL CMB-GEL CREMA PARA MANOS|02|JABONES Y PASTA LAVAMANOS|2010-01-19|2011-01-19|-5607|15.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|013020/05||13033800,,|13033800|BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-01-20|2011-01-20|-5606|120.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|01/10||33070030,,|33070030|HIPOCLORITO SODICO 150GR/L ENV.26KG|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-01-22|2011-01-22|-5604|2.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|013026||32053800,,|32053800|TR-300 / HIGIENIZANTE SUPERFICIES CONCENT.|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-01-26|2011-01-26|-5600|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|023002||15013800,,|15013800|BRILLMATIC 40-ABRILLANTADOR VAJILLA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-02-02|2011-02-02|-5593|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|023002/05||33003800,,|33003800|DEGRAS BAC-DESENGRASANTE HIGIENIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-02-02|2011-02-02|-5593|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|023010/05||11033800,,|11033800|ZOSY D/DESENGRASANTE INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-02-10|2011-02-10|-5585|45.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|023015||21003800,,|21003800|DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|2010-02-15|2011-02-15|-5580|15.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|023016/05||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-02-16|2011-02-16|-5579|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|023018||13043800,,|13043800|BRINET BQ - LIMPIADOR BIOALCOHOL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-02-18|2011-02-18|-5577|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|000046||11023800,,|11023800|CHEMGRAS DS - DESENGRASANTE INDUSTRIAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-03-09|2011-03-09|-5558|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|033009/05||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-03-09|2011-03-09|-5558|15.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|033011||32063800,,|32063800|CHEMFOAM - ANTIESPUMANTE CONCENTRADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-03-11|2011-03-11|-5556|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|260329||15022400,,|15022400|DESKAL - LIMPIADOR ANTICAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-03-12|2011-03-12|-5555|5.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|240310||01021700,,|01021700|LUBE FOOD-ACEITE C/TEFLON IND.ALIMENT.|10|ACEITES Y GRASAS|2010-03-25|2011-03-25|-5542|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|00077||12013800,,|12013800|BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-03-26|2011-03-26|-5541|90.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|0080-40||15013800,,|15013800|BRILLMATIC 40-ABRILLANTADOR VAJILLA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-03-26|2011-03-26|-5541|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|033024||21023800,,|21023800|DERGEL CMB-GEL CREMA PARA MANOS|02|JABONES Y PASTA LAVAMANOS|2010-03-26|2011-03-26|-5541|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|ECOCLEAN|1|ALMACEN PRINCIPAL|043026||11043200,,|11043200|CHEMGRAS PL- DESENGRASANTE ESP. PLANCHAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2010-04-26|2011-04-26|-5510|48.000|0.000|0|1|0|0|0|0|0|0|0
